Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(8.417017627110882+11.069784904401388j),(-2.6096937583683477-8.552620299631933j),(-1.6215239465638973-2.5794196542072996j),(-0.38942665805118004+1.0780022241308238j),(-3.66969156654093-2.3634862879260634j),(-0.01765320564171624+6.186158527124171j),(8.195883412180397+6.829761807954753j),(0.44833201015071467+1.6491520734940082j),(-13.96945262996502-11.619280421690245j),(-1.3952945151308178-1.8467717471545484j),(3.8013670944118587+5.649940080708255j),-69.60000000000001
(7.996428311290437+10.815126553019986j),(-2.2449426577692115-8.450485393521319j),(-1.3739829301971458-2.595691168456106j),(-0.4004663676041016+1.0959305679968683j),(-3.700020567877175-2.507786470005108j),(0.06551782563400366+6.6221939064564435j),(7.98393010332483+6.611556271483337j),(0.38597238893227015+1.490181606530399j),(-13.846431235506426-11.484441084257293j),(-1.2128800787076015-1.9697438591731284j),(3.41476282905444+5.680643032557912j),-69.5
(8.09441805679134+11.142697582883727j),(-2.475349747364657-8.533020950807796j),(-1.5323662531025377-2.316807651228025j),(-0.457185887354818+1.1121860091766465j),(-3.4853019413514232-2.456776638964808j),(0.21710701121478415+6.317920659360329j),(8.248484170566456+6.748801061831166j),(0.14380980472583849+1.7891037208747065j),(-14.091230064399287-11.610227826441267j),(-1.334614466605693-2.0340665682485177j),(3.3311064115789755+6.016358037185585j),-69.4
(7.988932116153066+11.080379664342566j),(-2.438339779156557-8.56502993521385j),(-1.7136939900878048-2.9820296589180515j),(-0.5047682545085097+1.1281135572901446j),(-3.568762740624244-2.29516792770702j),(0.10386441700363847+6.587247902553713j),(8.12501137504776+6.8615566525277885j),(0.3933079670699513+1.8822687779990872j),(-13.884197049638086-11.607861265826664j),(-1.1488985243085874-2.027282992342223j),(3.465601387529574+5.867322262708633j),-69.3
(8.262209285035794+11.173316667034932j),(-2.4192516227950955-8.402395586110279j),(-1.46161284317958-3.0332043665369497j),(-0.4989294461003837+1.1417273006829571j),(-3.7048991893783203-2.425107250967038j),(-0.10514885908030891+6.242827893939966j),(7.741524065635529+7.288610372478585j),(0.45547595245901107+1.8510526891671688j),(-14.088151708686722-11.748939177099832j),(-1.4141000935126433-2.291934206503491j),(3.7433586429631234+5.96179398017167j),-69.2
(7.8160538270404984+10.935315260876326j),(-2.570224408130052-8.61219439222291j),(-1.129716744455294-2.5945340646058597j),(-0.48705183829815013+1.2703852784765672j),(-3.616154297915628-2.692716441015655j),(0.0005797100392248566+6.291531823154406j),(8.258584043979848+7.252700255596855j),(0.9822372603990317+1.6329751144079792j),(-13.937500805854164-11.9579071611432j),(-1.3342813165981013-2.1538511104499545j),(3.5787587935161502+5.865955490399493j),-69.10000000000001
(8.052239942446661+10.841440133066783j),(-2.4134556009084385-8.739127325187383j),(-1.071051502636358-2.263275863451611j),(-0.3396712967772402+1.099046522155632j),(-3.913315993421044-2.588242625024893j),(-0.15908811723175598+6.530945468469017j),(7.883420460252083+7.268229934364168j),(0.11882989677532052+1.3533427806597302j),(-13.989471042669557-11.873251287793508j),(-1.258039845400953-1.81281800110974j),(3.3509882181009942+6.067933777631843j),-69.0
(7.950542028112267+11.609052794705654j),(-2.0869836096888044-8.790323869485897j),(-1.6989704309651632-2.075907422308768j),(-0.7642201808922593+1.3106059290164325j),(-3.704478427258106-2.6020007965516614j),(-0.3000619650651615+6.525431719641539j),(8.237788744181518+7.055199322859442j),(0.6101827487085245+1.6605878400352907j),(-14.118557227089966-11.65161538019185j),(-1.1715587100458507-2.1556293412699237j),(3.5374538724888414+6.02416895666471j),-68.9
(8.194716684450238+11.062248018438602j),(-2.3464398706374574-8.805144985844814j),(-1.5451390803101077-2.4005434074342276j),(-0.3063101028822115+1.0989040338519835j),(-3.6171862238909895-2.7190964156558977j),(0.25167114857765593+6.498203516055469j),(8.22674119668514+6.945540550455265j),(0.053951354249766936+1.2018522461052967j),(-13.650334124162281-11.838184708267676j),(-1.1053319068357723-2.1345965098066433j),(3.383805847518829+6.09010463318741j),-68.8
(7.789371980210017+11.17581361106497j),(-2.295674289155855-8.542828863231927j),(-1.0569682985407667-2.7495385621172197j),(-0.4968714726225478+1.3360133332624144j),(-3.6249265652483835-2.5097064694799474j),(-0.08808396434989163+5.802766268361747j),(8.026859932058926+6.710004560050663j),(0.3565591149963012+1.797703661472207j),(-13.739361009754852-12.091042579969038j),(-1.1938259502227222-2.129577209878107j),(3.906477472863945+5.955171524437567j),-68.7
(8.250617317450555+11.320184116672884j),(-2.2233024230846326-8.994079686208716j),(-1.676087592655069-2.9672444180832933j),(-0.5123925084985748+1.3426063833445703j),(-3.567555295574028-2.317663634408369j),(-0.15348461296553495+6.413779248991123j),(8.40021740374383+7.124976674572537j),(0.5360664671516009+1.761458876910993j),(-13.943036669393123-11.65006196150355j),(-1.1757395060915687-2.071626966609621j),(3.062131201945677+6.036743946566162j),-68.60000000000001
(7.785145280005942+11.701328110177377j),(-2.2569069711914445-8.918783135980515j),(-1.7917973122417976-2.498379723299408j),(-0.6215826410636218+1.0954176872199604j),(-3.5507841349829405-2.431866334598009j),(-0.05323486305448455+6.3698137870668035j),(8.476554385305098+7.004480038580176j),(0.14412396295098517+1.7248364664213511j),(-14.063000995375667-12.117405571052348j),(-1.2756480817385434-2.0741804886204953j),(3.180194009652119+6.167367008777401j),-68.5
(7.866278148046909+11.427974975125672j),(-2.337220925250578-9.07773071928283j),(-1.4332539990466433-2.530218671096975j),(-0.4133029861559354+1.2478289103861915j),(-3.700233543654332-2.5286832443978753j),(-0.24075008778344076+6.678663045221155j),(7.906840650009215+7.187161791955312j),(0.6815228864698426+1.5934499227505512j),(-14.009368329593435-12.08246133538671j),(-1.3928400655002768-2.25421591265388j),(3.3958670506370225+5.929222178078874j),-68.4
(7.833050194789742+11.339531340163262j),(-2.5272986437191385-8.783987849606625j),(-1.4957127529568268-2.16074002230083j),(-0.6979017255489666+1.14506675067328j),(-3.7633379066785437-2.647444665276846j),(-0.05871819212456675+6.436441598312861j),(7.930246132929369+7.159766826172184j),(0.5438629689694707+1.8073873235600253j),(-14.050761205655725-11.812450587823708j),(-1.1509900860522642-1.874179820096455j),(3.5236800099959993+5.751421062794478j),-68.3
(7.648124448859971+11.324444355226401j),(-2.047948982244094-8.985190580106607j),(-1.250351401048606-2.7285989743123906j),(-0.6088706693820676+1.1627818121295128j),(-3.5571226050782667-2.609376951250164j),(-0.47172056566612874+6.659700574431768j),(7.920428980236581+7.273352270407901j),(0.7277444865355847+1.877424976781768j),(-14.265688650975434-11.970690563470697j),(-1.3705544418105937-2.0618283382587883j),(3.122497575769682+6.038328793030631j),-68.2
(7.7209175899830385+11.50605479904102j),(-2.441735184734423-8.738189718184834j),(-1.6694787820926464-2.905422751031942j),(-0.5052965462040149+1.0946185070945338j),(-3.528427247568973-2.7032257168520637j),(-0.19713650444092323+6.509978261734901j),(7.823885093381659+7.295092734920473j),(0.23922187725398913+1.6454510859329545j),(-13.970051961431018-12.102237830211383j),(-1.30097353381543-2.067342671733897j),(3.504338493356748+5.973464975668762j),-68.10000000000001
(7.774139173014891+11.48787188995717j),(-2.1596641946166164-8.937493916991457j),(-1.4207524669748786-2.7125393415199284j),(-0.40041167210094386+1.3298034750834873j),(-3.650985964134115-2.6186164669023615j),(-0.17273471277569197+6.500128019956602j),(7.96908425408207+6.9545067756513586j),(0.27314731995051034+1.817959339788679j),(-14.01689252297696-12.184038470728595j),(-1.2516395562101703-2.1252469730518824j),(3.286451752258139+5.9358069609815995j),-68.0
(7.802907162666045+11.451043298270825j),(-2.2051235414564667-8.976665871838847j),(-1.7060584939915096-2.744285336391246j),(-0.5243172768214208+1.2199662959202655j),(-3.6577008989960973-2.6267767702860083j),(-0.2895151376228702+6.67261127101245j),(8.102266206458651+7.1015261563747885j),(0.2368783819670952+1.7400754644072975j),(-14.121078984653025-12.10815180929194j),(-1.211865634872399-2.0947052294728508j),(3.2182238751730834+6.0297870243963905j),-67.9
(7.9901981351718945+11.46933132393125j),(-2.2115790245105296-9.026662542453678j),(-1.4911874239350844-2.4794079743308686j),(-0.39599845751415685+1.2748796114841898j),(-3.6392781211971066-2.571462904822152j),(-0.24561855119765852+6.561938969079662j),(8.144201760679216+7.231219857799065j),(0.2680394490648581+1.7406060939167238j),(-14.098863227449577-12.24307107189255j),(-1.2593982160866624-2.1190662432951655j),(3.48647288531164+6.072557754352404j),-67.8
(7.911292726238997+11.648415371620104j),(-2.0617098805814322-9.045494058482234j),(-1.481591495416538-2.7338289153560194j),(-0.5662370270586621+1.2440232466302676j),(-3.6627003647945733-2.58657342873099j),(-0.263277225732935+6.684027966636487j),(8.082169119015063+7.235402749111373j),(0.4321321363313615+1.8999303992200325j),(-14.102065858333262-12.301534124580336j),(-1.2175829796111017-2.0840275417988217j),(3.3054936404001296+6.026650263226834j),-67.7
(7.825370057752977+11.597778049780473j),(-2.133846832742748-9.081804563499468j),(-1.3657415510202853-2.6198755677064423j),(-0.5627499971265646+1.2790164279475107j),(-3.6895812655364217-2.612805104670276j),(-0.2939822697061043+6.66507908761842j),(8.12619578767936+7.246273184811599j),(0.2474569739671253+1.8601881100894246j),(-14.065642791617329-12.270904864064057j),(-1.205029721465312-2.073106783860432j),(3.276545501509034+6.129357447844061j),-67.60000000000001
(7.784573348816917+11.652625916071777j),(-2.111154524444771-9.065264051599435j),(-1.4096916980916774-2.667013169609639j),(-0.5639445516775901+1.2673377805939765j),(-3.6742004297390007-2.6073038207918167j),(-0.3021333654606373+6.655007013069195j),(8.106792405470927+7.231388510253951j),(0.37186402992101364+1.7537979114334874j),(-14.108229590018164-12.355340467609892j),(-1.2132324917373403-2.1192716623845875j),(3.2546090616918857+6.125811949741479j),-67.5
(7.801762829330833+11.671447447593623j),(-2.0822201708736823-9.1145329692806j),(-1.3888627626822085-2.6832485680507716j),(-0.5857577254212387+1.275721613493488j),(-3.679408064451433-2.6190534925970397j),(-0.32719762492333615+6.678754623690654j),(8.129181306307395+7.2572672005643994j),(0.3829313300541486+1.7933433649252741j),(-14.113568465373344-12.368450053239236j),(-1.2133048027421793-2.1299042994431083j),(3.2820985867078463+6.175959160877255j),-67.4
(7.791869081364325+11.724456472905292j),(-2.0703073434696506-9.122284784412797j),(-1.382420887058629-2.7327207859497378j),(-0.6005277611533781+1.2497036334817722j),(-3.704886403964398-2.59056803806331j),(-0.3624911640578148+6.7032513549364126j),(8.145712582334113+7.316200276651417j),(0.3664437657907662+1.8034817339279918j),(-14.097573930433892-12.402454707285552j),(-1.1913347783185593-2.140696825281445j),(3.2363321031227468+6.182929618628837j),-67.3
(7.773721665648171+11.780751911499538j),(-2.005480710463326-9.200532966089867j),(-1.4158328318140718-2.604978995997598j),(-0.5633443378925751+1.299317248139463j),(-3.7154053969662897-2.635301838376087j),(-0.32737282496727005+6.713470224753259j),(8.094918387172427+7.305217981463638j),(0.49667922518415253+1.7795111959350542j),(-14.10631304623815-12.379339351556567j),(-1.1608027550167677-2.1463350001134405j),(3.2147258821071114+6.143303630058323j),-67.2
(7.780921232296425+11.932802508230608j),(-2.1198901386092466-9.210410719884953j),(-1.4365869642880735-2.74707739573887j),(-0.563533662771281+1.2177072754629013j),(-3.6738884075799554-2.6593857447327878j),(-0.34584087841049893+6.718291344599379j),(8.15386954740454+7.191252913076706j),(0.41340994904565775+1.8329142216873286j),(-14.04920446924283-12.427413158454918j),(-1.163100159624971-2.191148580993378j),(3.295725540480163+6.237750204854311j),-67.10000000000001
(7.68090019498711+11.64329730712105j),(-1.9223012829292436-9.286536749491187j),(-1.4589978994475032-2.6610904612684703j),(-0.5894242835487589+1.2404790178018104j),(-3.552116476365743-2.7064747028110077j),(-0.4644653992397849+6.667269905180028j),(8.278517340806111+7.416536897157172j),(0.3817462520940653+1.7896790083957832j),(-14.058120576191001-12.408428790540647j),(-1.1533933564465606-2.3055681598973905j),(3.413107777729298+6.391364137480501j),-67.0
(7.802163031762255+11.703485982966285j),(-1.9509597448490723-9.017559828094356j),(-1.4097058234542699-2.435778218665167j),(-0.5797380959417282+1.364676861654143j),(-3.5793617047821087-2.550075267163656j),(-0.4966503429519662+6.739899173931363j),(8.180155113103863+7.293177243148856j),(0.3196813152662372+1.8071490015695773j),(-14.075949596277507-12.539902296406495j),(-1.2404199294715497-2.160880176494834j),(3.121998143860379+6.2105857738558825j),-66.9
(7.885679650796883+12.068304993553141j),(-1.8877446439822574-9.215825055120582j),(-1.4843336840246926-2.518983155964129j),(-0.5082300161858306+1.358728446118576j),(-3.7586228286117525-2.6626828858181817j),(-0.30071610504322166+6.807482920238815j),(8.004515313543138+7.385953666904982j),(0.31175824623027637+1.6185086386026413j),(-14.092177122267833-12.709483055819021j),(-1.2459028438971558-2.1615288434417064j),(3.2048593208742275+6.364454142258025j),-66.8
(7.599042861689398+11.816725242823429j),(-2.017133220912646-9.22660845618158j),(-1.7663001715492612-2.887173186986402j),(-0.7097897421489847+1.2862286042971895j),(-3.6630462087430544-2.6656510445536377j),(-0.31277452166385444+6.6969122432320916j),(7.854544513840196+7.357555535618587j),(0.16043001186672967+1.8080622888097189j),(-14.120885783235247-12.611246173267226j),(-1.113529906036925-2.1569816047421533j),(3.330476842340815+6.336696784901466j),-66.7
(7.498503221878956+11.91363193273224j),(-2.0364057205584345-9.427122691196361j),(-1.3070821997108837-2.8024642183372706j),(-0.6035678159024869+1.3412275273119683j),(-3.471168437651187-2.774654050318528j),(-0.4716536195245773+6.574133359625037j),(7.974479676305386+7.502809052054439j),(0.34815979413129305+2.0963714228634913j),(-13.97182389169408-12.545920781082039j),(-1.1833362224882746-2.0952223487296653j),(3.220959983092527+6.370140881557191j),-66.60000000000001
(7.514391217712882+11.775899372220813j),(-2.011648988176848-9.407232638796735j),(-1.460567903453196-2.9574786513386044j),(-0.6738731050043976+1.1692593311458042j),(-3.73287552115669-2.7224054093700882j),(-0.5463705692173519+6.9264977951675135j),(8.058442912331575+7.536320616229094j),(0.1883156095327756+1.6994318381512272j),(-13.964289490969076-12.780392451332826j),(-1.1053122368891692-2.154618791822834j),(2.9821644263490583+6.702234668836948j),-66.5
(7.8299583209280215+12.161176777447295j),(-1.9284643473224818-9.095611474339549j),(-1.5241895227464184-2.8838554627999127j),(-0.8079321498234009+1.069199001528819j),(-3.5678994244448603-2.565127429611125j),(-0.2723436439230369+6.562681067819009j),(8.374172109328995+7.344431229129228j),(0.4337132948083493+1.4146568134838509j),(-14.50777088007549-12.803384379019732j),(-1.2092366616516586-2.30537472385239j),(3.4240774076500244+6.65448029401148j),-66.4
(7.783897075977784+12.226498323496845j),(-1.9369366509242916-9.39174418831739j),(-1.299988100261487-3.036741786745253j),(-0.7264650525387157+1.214138631156466j),(-3.7754122490766413-2.8959862666921836j),(-0.404153810777629+6.826536048020419j),(8.322594179451876+7.547077207801237j),(0.670742049115594+1.9143343238849706j),(-14.194957566583653-12.854880348496469j),(-1.3371706790560367-2.4735879301878025j),(2.879109766959658+6.541561544724246j),-66.3
(7.741882570755436+12.08697543053351j),(-1.7028277795343048-9.719634454932647j),(-1.790989335719689-2.7000555010584577j),(-0.8968859031039926+1.282853803403377j),(-3.7849549195719447-2.5489370629312873j),(-0.5127183855349919+6.924342156380234j),(8.393970197479838+7.6111230820802405j),(0.5978604126226443+0.9921918395571652j),(-14.194785790513851-12.82005752838938j),(-1.3034979617600477-2.21695257538342j),(3.488219363937475+6.333065073196991j),-66.2
(7.22815119317292+12.033554220808938j),(-1.7123417608811873-9.483486105838587j),(-1.6248638832543563-2.456518094163748j),(-0.7589121859718517+1.2976499266768773j),(-3.287435591327677-2.7775113730383207j),(-0.6554146665717444+6.82766814676072j),(8.20235244615461+7.27356617459224j),(0.5770141826163728+2.198930033669832j),(-14.155603555587998-12.853600961142607j),(-1.0335844890775547-1.8435384408712991j),(2.634042971151949+6.065322957982758j),-66.10000000000001
(7.765030005972136+12.017679900236374j),(-1.8677349640022358-9.729122280177073j),(-1.8321701304542657-2.602019877709048j),(-0.7111314595784224+0.7614748145242025j),(-3.632067105761351-2.624153832147705j),(-0.6714637101590593+7.2277118831401665j),(8.09959300030431+7.472186780293512j),(0.17475991936495205+2.174403930892737j),(-14.473992802654578-12.770464936575209j),(-1.181410748648986-2.1466114566845644j),(3.33747773284696+6.865128764773289j),-66.0
(7.624364078280658+12.576486233619093j),(-2.1290977438170025-9.967966491319428j),(-1.4437705532539695-2.8742111989905084j),(-0.932560178023877+1.2922206224717065j),(-3.58506488048004-2.666773563743142j),(-0.2829438672167992+7.001472155989763j),(8.305492725165095+7.902763792305853j),(0.5895332761802905+2.5517757855238443j),(-14.161085820848175-12.989668400797882j),(-1.1420798942932322-2.4113509249885894j),(2.968396689354421+6.150433327044679j),-65.9
(7.590214027619076+11.98073361015294j),(-2.0213387066656843-9.548245888947278j),(-1.3171606296931344-2.804639247286417j),(-0.6472239558010119+1.1950985913373646j),(-3.5381258092761545-2.4379918472441844j),(-0.4456380220859071+7.009620458415704j),(8.284810442809095+7.311423389458399j),(1.1187161590985966+1.447968580898348j),(-14.131583763046418-13.220440134212055j),(-1.0827153461569594-2.297802987827737j),(2.8966147491052467+6.457650870009857j),-65.8
(7.460296688166167+12.259449779460851j),(-2.119791648044343-10.002738661140821j),(-1.2606982119844474-3.3908853258645557j),(-0.6212121480040125+1.3139144230095265j),(-3.9249570216953504-2.714011355504656j),(-0.6998271704014698+7.162805874941824j),(8.58674760487132+7.722722838002376j),(0.07811011260319844+2.125962298956921j),(-14.230408859589703-12.964620607758583j),(-1.1096522540776093-2.407315290549043j),(3.070415940443443+6.377299201520593j),-65.7
(7.48933170964591+12.200541756806269j),(-2.0865421516702867-9.5687704958323j),(-0.9190632100646496-3.1528379655031102j),(-0.9385470915546232+1.2198558588992547j),(-3.576904304127524-2.5726392322713885j),(-0.7933816440030137+7.113746416210201j),(8.172487914063023+7.484328142291091j),(0.6064466622133011+2.1863975406621705j),(-14.193288023888094-13.210358302408604j),(-1.6110466163248631-2.2360166909937362j),(2.8542346902851543+6.530405444959204j),-65.60000000000001
(7.332695870009648+12.454034126771049j),(-1.5229663829874305-9.83945226069411j),(-1.3847375701478457-3.035139645056864j),(-1.073803843915826+1.4067900322712206j),(-3.8363220050809144-2.598068050094561j),(-0.7493016385637072+6.962970332397763j),(8.246739880013711+7.6229292817954395j),(0.5867196177579928+2.183785844214313j),(-14.183390045782048-13.005770296178806j),(-1.3155916218466182-2.4096223958949565j),(3.2142731972685077+6.711635084278342j),-65.5
(7.379557867775505+12.32690797435032j),(-1.5129051492804297-9.301876531643547j),(-1.9398887013385266-3.0544373289033473j),(-0.7920222392738072+1.0836579658032122j),(-3.698378457779577-2.610150483275163j),(-0.88013940322125+7.0305876777677625j),(8.277639011070043+7.724680682815105j),(0.31280925621124567+2.086761129968547j),(-14.070985655443222-13.089474820793054j),(-1.3160414466509032-2.159165886780844j),(3.0134133900872513+6.275676851649315j),-65.4
(7.539575342560674+12.504392490898795j),(-1.8879586069635144-9.825030259854412j),(-0.9376550300106592-2.9954261599231984j),(-1.0196827523799419+1.0698359708145855j),(-3.7369986438269684-2.828067844456177j),(-0.659902493445415+7.098357857441364j),(8.364708323135147+7.626990611569692j),(0.17979031069639717+2.3153841001706326j),(-14.338486842286892-13.166992576572733j),(-1.169280654881259-2.376578611574253j),(2.9699977701133804+6.829736847351388j),-65.3
(7.63711282970128+12.292857512521307j),(-1.6596692935325343-9.771202205407533j),(-1.2231805069112553-3.455560940012017j),(-0.7503675807067951+1.3081110785455632j),(-3.6905919505257927-2.72298258823524j),(-0.5818823710911936+7.137433054553739j),(8.137881660370923+7.834181754907621j),(0.5060863654508907+2.044860286360972j),(-14.364883670080209-12.969928949093585j),(-1.0994533088126328-2.3782282832511648j),(2.965995510579559+6.653941455195524j),-65.2
(7.549127246833633+12.511282895136016j),(-1.4276758123973448-9.801327051936447j),(-1.4707134646372637-3.1307158727348305j),(-0.9352851017569641+1.3574294099387245j),(-3.7926382487783954-2.8631024782980674j),(-1.0672088649804103+7.015650889541831j),(8.350312835899246+7.71684282232901j),(0.5591727567834397+2.384113585387638j),(-14.212183172599994-13.2736010861516j),(-1.1216178682607065-2.4422258122316407j),(3.0779095310307145+6.396588549174105j),-65.10000000000001
(7.4224119059670315+12.185254467235126j),(-1.5362204248735534-9.952847338110097j),(-1.138837298192442-2.99293474326226j),(-0.8842022175744777+1.2830260743208939j),(-3.713597966969573-2.687289003108539j),(-0.655267882466994+6.934899633216922j),(8.329433990519533+7.685322606670493j),(0.42053253367757293+1.7914736017350945j),(-14.110765994408709-13.28326394765445j),(-1.1149079480942348-2.231823322480536j),(3.049441520959041+6.553197988886009j),-65.0
(7.518695300574166+12.468606655219062j),(-1.802560859191889-10.0607202885122j),(-1.6927408946243858-3.047260447374242j),(-0.9361699891565918+1.2443926322115004j),(-3.8268657260185304-2.7206054848556063j),(-0.8675510579884858+7.020473759622682j),(7.981448939455689+7.944718227127877j),(0.5007382583894753+1.8699355596380656j),(-14.218607575178345-13.419790457517992j),(-1.1635310284825255-2.328789564306497j),(3.0588373936614808+6.552508401532414j),-64.9
(7.352699153738811+12.569426081731343j),(-1.5688523017937888-9.937525723174183j),(-1.283757450158376-3.0999404268880415j),(-0.8844647361885443+1.2861933230639693j),(-3.638431540269419-2.6571874887446802j),(-1.022587939327578+7.052898485692362j),(8.205888770495918+7.867968755903064j),(0.3180899462995228+2.087136415191736j),(-14.243603913037152-13.459742115359216j),(-1.2037173955975362-2.424089384390122j),(3.1591277078512583+6.516625012691016j),-64.8
(7.534149844799991+12.585106620792907j),(-1.631202391752467-9.930246337040472j),(-1.3191970349719213-2.87465315434374j),(-0.9784133691651258+1.3341745793344373j),(-3.8613681749467776-2.723236459104008j),(-0.9702281703397473+7.275442693990351j),(8.24086953219044+7.949012317297093j),(0.4703114600336775+2.158342791834311j),(-14.245937584578495-13.4541270763509j),(-1.0972533440331347-2.362291877266106j),(2.9411398723731423+6.610906917348851j),-64.7
(7.490854908193576+12.513269437448347j),(-1.5676883017238659-9.961768092031022j),(-1.2424111440847838-3.1227707311328103j),(-0.8979957506310825+1.2564227274432156j),(-3.8212330901684837-2.6797603708627076j),(-0.9078362289051611+7.1652651681107855j),(8.15791123614055+7.976519190148055j),(0.45282961117600884+2.115994412248721j),(-14.254891637274532-13.427429755219471j),(-1.1329076352506-2.327774844001837j),(3.065503862950708+6.678270972619085j),-64.60000000000001
(7.461726658320227+12.586585317712334j),(-1.5059811401092347-9.984344566634729j),(-1.2767260731325933-3.094979695603933j),(-0.9260471751790362+1.288215912145393j),(-3.7505146596666736-2.7157869895200797j),(-0.9340250058342718+7.2505836354173745j),(8.194261512908685+7.985548003645555j),(0.47946309740301984+2.128640647971693j),(-14.258138889955747-13.473800040612371j),(-1.1205924885586578-2.3551088592519527j),(2.9951717620163016+6.698754785319529j),-64.5
(7.474329610554643+12.627319957652038j),(-1.4901163163625233-10.03132184144208j),(-1.2592093206651782-3.1132249906822387j),(-0.9424816763402419+1.288012538151488j),(-3.7704307548534217-2.7063616113473827j),(-0.9692771130193876+7.265695722501924j),(8.197731662087335+8.006545674752337j),(0.4603679419251705+2.1268968794480045j),(-14.265205851501097-13.547182643814123j),(-1.1223343676981727-2.361874999296184j),(2.965928931975739+6.727596361455291j),-64.4
(7.468244083038314+12.699060109279024j),(-1.5106372325755046-10.041759729608152j),(-1.2104382004669771-3.131384288031912j),(-0.9035926099357354+1.2846343174405606j),(-3.8165479727389195-2.7135596381272196j),(-0.918535785577788+7.210977767337823j),(8.217279073505573+8.009958128504742j),(0.4528096710698293+2.148316622828233j),(-14.293043248124981-13.581552927713794j),(-1.1417329738699076-2.382658335322155j),(2.966189740264298+6.704134995288534j),-64.3
(7.3700134102083155+12.7713350157645j),(-1.4714761207203821-10.158718564623328j),(-1.1715771541287712-3.0491094874058504j),(-1.0207989096843235+1.2545270084072087j),(-3.7460280193053084-2.7730260683245938j),(-1.03171481365358+7.261873284024553j),(8.14152205361863+8.099280531218021j),(0.3382181657300769+2.2187467388512836j),(-14.319867852601465-13.610531773812951j),(-1.098245689512666-2.3593231544997693j),(2.8831566355151077+6.743670221139695j),-64.2
(7.439956685068353+12.759094064196528j),(-1.4687846135041056-10.076983811710274j),(-1.3566038716004805-3.136029664666694j),(-0.9811642337695039+1.2802863314107338j),(-3.8227015546680545-2.753260592327692j),(-0.9436387153399011+7.272807037589023j),(8.243817492390335+8.056838166242812j),(0.5695620069623075+2.304586395534031j),(-14.267558731907314-13.712131118055478j),(-1.1366876719845322-2.33230750343437j),(2.914716810127281+6.7649483417895j),-64.10000000000001
(7.471105553637372+13.09439863588667j),(-1.4920630112789937-10.275024549517667j),(-1.293280786300926-3.1521594091558924j),(-0.9921080016203803+1.223819840074026j),(-3.843102339612427-2.79728311923793j),(-1.1145024498070413+7.2939732224843254j),(8.492212358248544+8.021523758533126j),(0.5353570302765505+2.0878270064854547j),(-14.306716565631298-13.6410347010967j),(-1.0633115188206674-2.45514421454725j),(2.95061294656794+6.609687266093935j),-64.0
(7.587366591558705+12.72171412759884j),(-1.263264484631474-10.29320881782391j),(-1.4132829527077746-3.1485668116525147j),(-0.8040766324752973+1.2477495493165964j),(-3.665283004395537-2.7555915746135238j),(-1.2168159384294448+7.549772897245425j),(8.347987168698445+7.915837711443576j),(0.4784288146475433+1.7382170894608464j),(-14.302365831079687-13.69619776043027j),(-1.0605230825538012-2.403096900460156j),(2.8140756817276866+6.70102335000588j),-63.900000000000006
(7.632790643179767+12.894588825968905j),(-1.2543963707961971-10.09828429511991j),(-0.8199397017546772-3.2221835597124695j),(-1.0035037022774844+1.522743499601762j),(-3.63347507465779-2.8394832599259576j),(-0.7453274534907703+7.5062580848463725j),(8.358184907251482+8.189231444334819j),(0.7467028291696174+2.403276046309527j),(-14.446670597870291-13.816356767612751j),(-0.9534591798359155-2.575286588397331j),(3.0039758912661387+7.190632135206165j),-63.800000000000004
(7.006052919240126+12.837632940430538j),(-1.3275947640090244-10.053238313799806j),(-0.8901295204243596-3.5909831887999246j),(-1.1289814659693747+1.350432532518374j),(-4.013172149091266-2.7761433466346475j),(-1.1547011498214914+7.3989342853447795j),(8.400353084335869+8.344394767803868j),(0.9982688331141176+2.0579196105268736j),(-14.21640387396819-13.999290898272104j),(-0.870489308341817-2.510326061605893j),(2.8657608377115924+6.667940440586349j),-63.7
(7.086224028232372+12.786819753990198j),(-1.4960004871735464-9.998058801303657j),(-1.3417483978655795-3.055924314627134j),(-1.0219856871617168+1.3963806028567944j),(-3.799865281078027-2.7119819207156155j),(-1.214243811962433+7.524875911129524j),(8.082035005685476+8.29222401536636j),(-0.10860729035704964+2.1062028229942698j),(-14.48257492440539-13.756970352706077j),(-0.8410174975484637-2.1819680374397414j),(2.5525374621827552+6.939584093590141j),-63.6
(7.495125903873998+13.006079354560555j),(-1.147192681562207-10.400072361937141j),(-1.1539177441529223-3.2545469066959996j),(-1.0486361205534394+1.3153957773619531j),(-3.925452165279864-2.835663278370843j),(-0.8268474628822595+7.64809930327797j),(8.218183276034871+8.010120308569103j),(0.6263834368692685+2.234432929709584j),(-14.191343031642683-14.14190564044382j),(-0.7968865063572181-2.5750959758685426j),(2.676416126429025+6.843078715506373j),-63.5
(7.632705509293748+13.037181591402842j),(-1.2076282156867606-10.408795275237726j),(-1.2582280566073543-3.7766691087820448j),(-1.1472226201084723+1.0383419185254663j),(-3.6702788295981588-2.8791019272241343j),(-1.4414623228047176+7.248130105652166j),(8.575603356506491+8.20534823006125j),(0.24066831844615422+2.272014947871334j),(-14.46203083591423-13.826231809670205j),(-0.9585809091760176-2.3981473289554316j),(2.8718314464060626+7.034637473773216j),-63.400000000000006
